e, e_dot, e_int, stamp, 
0.12572433443239484, 0.0, 0.025144866886478965, 1651585000000, 
0.12572433443239484, 0.0, 0.025144866886478965, 1651585000000, 
0.12572433443239484, 0.0, 0.025144866886478965, 1651585000000, 
0.12572433443239484, 0.0, 0.025144866886478965, 1651585000000, 
0.12572433443239484, 0.0, 0.025144866886478965, 1651585000000, 
0.12572433443239484, 0.0, 0.025144866886478965, 1651585000000, 
0.12572433443239484, 0.0, 0.025144866886478965, 1651585000000, 
0.18979535208022158, 0.21357005882608915, 0.02941626806300075, 1670591000000, 
0.1409469179263425, 0.05074194497982557, 0.030431106962597262, 1670795000000, 
0.13046484214206533, -0.19776836646052084, 0.03074714080990863, 1670999000000, 
0.13538648683363141, -0.01853477030903698, 0.027119883126802618, 1671203000000, 
0.15243046831557439, 0.07321875391169685, 0.02788545315275141, 1671407000000, 
0.08144318987691768, -0.17981098985571245, 0.024617343001741565, 1671577000000, 
0.06204921748767345, -0.30127083609300315, 0.019728191712011033, 1671781000000, 
-0.012610056680411708, -0.31351082185776463, 0.008725490045611961, 1671985000000, 
-0.044513696705228645, -0.3552097139763403, 0.00032836427346887297, 1672189000000, 
-0.04580328681297874, -0.1106441004418901, -0.006861802679907939, 1672393000000, 
-0.04580328681297874, -0.004298633692500313, -0.00907468468874574, 1672393000000, 
-0.3576126556165127, -1.0393645626784465, -0.029947948616164677, 1672597000000, 
-0.3576126556165127, -1.0393645626784465, -0.050735239869733606, 1672597000000, 
-0.3709910033291506, -0.044594492375459684, -0.07241442097081173, 1672801000000, 
-0.3709910033291506, -0.044594492375459684, -0.07330631081832092, 1672801000000, 
-0.36674887634637887, 0.0141404232759057, -0.073915392200312, 1673005000000, 
-0.36674887634637887, 0.0141404232759057, -0.0736325837347939, 1673005000000, 
-0.45043437589580915, -0.2789516651647676, -0.07892880857257112, 1673209000000, 
-0.45043437589580915, -0.2789516651647676, -0.08450784187586648, 1673209000000, 
-0.4873072928470392, -0.12290972317076691, -0.09254506964257717, 1673379000000, 
-0.4873072928470392, -0.12290972317076691, -0.09500326410599251, 1673379000000, 
-0.42096103184880007, 0.22115420332746383, -0.09303837450285857, 1673583000000, 
-0.42096103184880007, 0.22115420332746383, -0.0886152904363093, 1673583000000, 
-0.18513879574419922, 0.7860741203486694, -0.06847072396278663, 1673787000000, 
-0.18513879574419922, 0.7860741203486694, -0.05274924155581323, 1673787000000, 
-0.1783136461746182, 0.022750498565270078, -0.03657274917753444, 1673991000000, 
-0.1783136461746182, 0.022750498565270078, -0.036117739206229044, 1673991000000, 
-0.331155432262108, -0.5094726202916325, -0.045852181640756294, 1674195000000, 
-0.331155432262108, -0.5094726202916325, -0.05604163404658894, 1674195000000, 
-0.14167874582687645, 0.631588954784105, -0.05359930735673949, 1674399000000, 
-0.14167874582687645, 0.631588954784105, -0.040967528261057394, 1674399000000, 
0.0311606339020567, 0.5761312657631105, -0.01681312385011308, 1674603000000, 
0.0311606339020567, 0.5761312657631105, -0.00529049853485087, 1674603000000, 
-0.04655086125797281, -0.25903831720009834, 0.0010513604364093727, 1674807000000, 
-0.04655086125797281, -0.25903831720009834, -0.004129405907592594, 1674807000000, 
0.017769836006366058, 0.2144023242144629, -0.005022125767305304, 1674977000000, 
0.017769836006366058, 0.2144023242144629, -0.0007340792830160463, 1674977000000, 
0.10190221067412053, 0.2804412488925149, 0.009162792179123509, 1675181000000, 
0.10190221067412053, 0.2804412488925149, 0.014771617156973808, 1675181000000, 
0.10773487594091646, 0.019442217555986446, 0.020769286485943835, 1675385000000, 
0.10773487594091646, 0.019442217555986446, 0.021158130837063565, 1675385000000, 
0.04744687424294236, -0.20096000565991368, 0.01752777507498502, 1675589000000, 
0.04744687424294236, -0.20096000565991368, 0.013508574961786745, 1675589000000, 
-0.012088766887751401, -0.19845213710231255, 0.005520332106542221, 1675793000000, 
-0.012088766887751401, -0.19845213710231255, 0.0015512893644959705, 1675793000000, 
0.09382664747416203, 0.3530513812063781, 0.004643274246577281, 1675997000000, 
0.09382664747416203, 0.3530513812063781, 0.011704301870704844, 1675997000000, 
0.10326997033608287, 0.03147774287306948, 0.019394884352293796, 1676201000000, 
0.10326997033608287, 0.03147774287306948, 0.020024439209755183, 1676201000000, 
0.15185784146864822, 0.1619595704418845, 0.023893185476054263, 1676405000000, 
0.15185784146864822, 0.1619595704418845, 0.027132376884891955, 1676405000000, 
0.11379195783784568, -0.1268862787693418, 0.02783384271834281, 1676609000000, 
0.11379195783784568, -0.1268862787693418, 0.025296117142955973, 1676609000000, 
0.10584262552367751, -0.026497774380560557, 0.022228436079957926, 1676779000000, 
0.10584262552367751, -0.026497774380560557, 0.021698480592346713, 1676779000000, 
0.10448683496608502, -0.004519301858641652, 0.02107813906756267, 1676983000000, 
0.10448683496608502, -0.004519301858641652, 0.020987753030389838, 1676983000000, 
0.11525827485496776, 0.03590479962960913, 0.021615462985809186, 1677187000000, 
0.11525827485496776, 0.03590479962960913, 0.02233355897840137, 1677187000000, 
0.14167636461770527, 0.08806029920912506, 0.024812860955176052, 1677391000000, 
0.14167636461770527, 0.08806029920912506, 0.026574066939358553, 1677391000000, 
0.08635896305207447, -0.18439133855210268, 0.024647446152499, 1677595000000, 
0.08635896305207447, -0.18439133855210268, 0.020959619381456948, 1677595000000, 
0.11747365225956052, 0.1037156306916202, 0.019346105224247297, 1677799000000, 
0.11747365225956052, 0.1037156306916202, 0.0214204178380797, 1677799000000, 
0.12634286667169747, 0.0295640480404565, 0.024086011412721233, 1678003000000, 
0.12634286667169747, 0.0295640480404565, 0.024677292373530363, 1678003000000, 
0.07515671605137575, -0.17062050206773907, 0.021856163292984714, 1678207000000, 
0.07515671605137575, -0.17062050206773907, 0.018443753251629932, 1678207000000, 
0.056608524714327535, -0.06182730445682738, 0.013794797121138602, 1678377000000, 
0.056608524714327535, -0.06182730445682738, 0.012558251032002055, 1678377000000, 
0.05257092402256158, -0.013458668972553175, 0.011052531563414443, 1678581000000, 
0.05257092402256158, -0.013458668972553175, 0.010783358183963379, 1678581000000, 
0.08723915047577546, 0.11556075484404627, 0.01282539990139324, 1678785000000, 
0.08723915047577546, 0.11556075484404627, 0.015136614998274166, 1678785000000, 
0.13060880789288865, 0.14456552472371062, 0.020339140589629306, 1678989000000, 
0.13060880789288865, 0.14456552472371062, 0.023230451084103515, 1678989000000, 
0.04486606430223716, -0.2858091453021716, 0.020405578672534296, 1679193000000, 
0.04486606430223716, -0.2858091453021716, 0.014689395766490865, 1679193000000, 
-0.24082869018986752, -0.9523158483070157, -0.01007310410569288, 1679397000000, 
-0.24082869018986752, -0.9523158483070157, -0.02911942107183319, 1679397000000, 
-0.24877860758028048, -0.026499724634709843, -0.0486957325306677, 1679601000000, 
-0.24877860758028048, -0.026499724634709843, -0.0492257270233619, 1679601000000, 
-0.14500517752311892, 0.3459114335238718, -0.04283749284557866, 1679805000000, 
-0.14500517752311892, 0.3459114335238718, -0.03591926417510122, 1679805000000, 
-0.08732639114699081, 0.19226262125376037, -0.025155783079548577, 1680009000000, 
-0.08732639114699081, 0.19226262125376037, -0.02131053065447337, 1680009000000, 
-0.14607983515851308, -0.1958448133717409, -0.02138217449683298, 1680179000000, 
-0.14607983515851308, -0.1958448133717409, -0.025299070764267798, 1680179000000, 
-0.1279444431960719, 0.06045130654147061, -0.028006940900873203, 1680383000000, 
-0.1279444431960719, 0.06045130654147061, -0.02679791477004379, 1680383000000, 
-0.030806647900675, 0.3237926509846563, -0.019113035619521254, 1680587000000, 
-0.030806647900675, 0.3237926509846563, -0.012637182599828127, 1680587000000, 
0.00019362622135776775, 0.10333424707344256, -0.004094644638666148, 1680791000000, 
0.00019362622135776775, 0.10333424707344256, -0.0020279596971972975, 1680791000000, 
-0.0315859153149447, -0.10593180512100824, -0.002079910858148611, 1680995000000, 
-0.0315859153149447, -0.10593180512100824, -0.004198546960568776, 1680995000000, 
-0.04587520582729354, -0.04763096837449613, -0.007269802430478863, 1681199000000, 
-0.04587520582729354, -0.04763096837449613, -0.008222421797968785, 1681199000000, 
0.01732764904859696, 0.210676182919635, -0.0049615175070660085, 1681403000000, 
0.01732764904859696, 0.210676182919635, -0.000747993848673308, 1681403000000, 
0.029892838090784357, 0.04188396347395799, 0.004303209079198552, 1681607000000, 
0.029892838090784357, 0.04188396347395799, 0.005140888348677711, 1681607000000, 
0.045582338936086764, 0.05229833615100802, 0.007024534341177032, 1681777000000, 
0.045582338936086764, 0.05229833615100802, 0.008070501064197192, 1681777000000, 
0.027344923110781627, -0.06079138608435045, 0.007900640065530344, 1681981000000, 
0.027344923110781627, -0.06079138608435045, 0.006684812343843334, 1681981000000, 
-0.02315984700407947, -0.16834923371620367, 0.002101999947832252, 1682185000000, 
-0.02315984700407947, -0.16834923371620367, -0.001264984726491821, 1682185000000, 
-0.009927735463704845, 0.044107038467915416, -0.0037498286314575856, 1682389000000, 
-0.009927735463704845, 0.044107038467915416, -0.0028676878620992772, 1682389000000, 
0.0020449883720972117, 0.039909079452673524, -0.0011873655036874985, 1682593000000, 
0.0020449883720972117, 0.039909079452673524, -0.0003891839146340281, 1682593000000, 
0.07457385657132876, 0.24176289399743847, 0.005244255554368212, 1682797000000, 
0.07457385657132876, 0.24176289399743847, 0.010079513434316982, 1682797000000, 
0.07457385657132876, 0.0, 0.01491477131426575, 1682797000000, 
0.030804680585952093, -0.14589725328458888, 0.011996826248573974, 1683001000000, 
0.030804680585952093, -0.14589725328458888, 0.009078881182882196, 1683001000000, 
0.051398087245456026, 0.06864468886501311, 0.007533829894490681, 1683205000000, 
0.051398087245456026, 0.06864468886501311, 0.008906723671790942, 1683205000000, 
-0.0001381154223980552, -0.17178734222618028, 0.006843870604567599, 1683409000000, 
0.009623165318125126, -0.13924973975776966, 0.0040588758094122065, 1683579000000, 
0.009623165318125126, 0.03253760246841061, 0.001273881014256813, 1683579000000, 
0.007933631774166061, -0.005631778479863551, 0.0018119974940277543, 1683783000000, 
0.007933631774166061, -0.005631778479863551, 0.0016993619244304833, 1683783000000, 
0.007933631774166061, 0.0, 0.0015867263548332122, 1683783000000, 
0.02754041130667617, 0.0653559317750337, 0.002893844990333886, 1683987000000, 
0.02754041130667617, 0.0653559317750337, 0.00420096362583456, 1683987000000, 
0.06509209667494553, 0.12517228456089788, 0.008011527952553192, 1684191000000, 
0.06509209667494553, 0.12517228456089788, 0.01051497364377115, 1684191000000, 
0.06650063443559606, 0.0046951258688351, 0.013112321852365808, 1684395000000, 
0.06650063443559606, 0.0046951258688351, 0.01320622436974251, 1684395000000, 
0.04584494750623591, -0.06885228976453384, 0.011923081091828536, 1684599000000, 
0.04584494750623591, -0.06885228976453384, 0.010546035296537859, 1684599000000, 
0.030984429082224985, -0.04953506141336975, 0.008178288272979787, 1684803000000, 
0.030984429082224985, -0.04953506141336975, 0.007187587044712392, 1684803000000, 
0.0039245361040460836, -0.09019964326059633, 0.00439289295123307, 1685007000000, 
-0.023789893823664476, -0.18258107635296486, 0.0007412714241737728, 1685177000000, 
-0.023789893823664476, -0.09238143309236853, -0.0029103501028855247, 1685177000000, 
0.032409359158643625, 0.18733084327436034, -0.0010113618992456884, 1685381000000, 
0.032409359158643625, 0.18733084327436034, 0.002735254966241518, 1685381000000, 
0.02741443842049507, -0.01664973579382852, 0.006148877115852155, 1685585000000, 
0.02741443842049507, -0.01664973579382852, 0.005815882399975584, 1685585000000, 
0.02741443842049507, 0.0, 0.005482887684099014, 1685585000000, 
0.02693746152608978, -0.0015899229813509663, 0.005451089224471994, 1685789000000, 
0.006571905313141224, -0.06947511035784615, 0.0040615870173150714, 1685925000000, 
0.006571905313141224, -0.06788518737649518, 0.0026720848101581484, 1685925000000, 
0.006571905313141224, 0.0, 0.001314381062628245, 1685925000000, 
0.03066013243538035, 0.08029409040746376, 0.00292026287077752, 1686197000000, 
0.03066013243538035, 0.08029409040746376, 0.004526144678926795, 1686197000000, 
0.04179144009699409, 0.03710435887204581, 0.006874113664516986, 1686401000000, 
0.04179144009699409, 0.03710435887204581, 0.007616200841957902, 1686401000000, 
0.045209298298530376, 0.011392860671787611, 0.008586145232834571, 1686605000000, 
0.045209298298530376, 0.011392860671787611, 0.008814002446270322, 1686605000000, 
0.038800570033300064, -0.02136242755076771, 0.00861461110869072, 1686809000000, 
0.038800570033300064, -0.02136242755076771, 0.008187362557675366, 1686809000000, 
0.0018991168267095127, -0.1230048440219685, 0.005300017126220642, 1686979000000, 
0.0018991168267095127, -0.1230048440219685, 0.0028399202457812726, 1686979000000, 
0.047555451750394884, 0.15218778307895123, 0.0034235790269209272, 1687183000000, 
0.047555451750394884, 0.15218778307895123, 0.006467334688499952, 1687183000000, 
-0.03619002303974583, -0.2791515826338024, 0.003928058697402929, 1687387000000, 
-0.03619002303974583, -0.2791515826338024, -0.0016549729552731189, 1687387000000, 
0.0004426501872039079, 0.12210891075649914, -0.004795826392819184, 1687591000000, 
0.0004426501872039079, 0.12210891075649914, -0.0023536481776892013, 1687591000000, 
-0.07536882013479751, -0.25270490107333804, -0.004965567984025979, 1687795000000, 
-0.07536882013479751, -0.25270490107333804, -0.01001966600549274, 1687795000000, 
0.009283316646744533, 0.2821737892718068, -0.009430288241523366, 1687999000000, 
0.009283316646744533, 0.2821737892718068, -0.0037868124560872297, 1687999000000, 
0.043769002398328816, 0.11495228583861428, 0.004155709046121192, 1688203000000, 
0.043769002398328816, 0.11495228583861428, 0.006454754762893478, 1688203000000, 
-0.1454076076351125, -0.6305887001114711, -0.003857973522563659, 1688407000000, 
-0.1454076076351125, -0.6305887001114711, -0.01646974752479308, 1688407000000, 
0.01813458223091735, 0.5451406328867662, -0.01817870886928718, 1688577000000, 
0.01813458223091735, 0.5451406328867662, -0.007275896211551854, 1688577000000, 
0.24878895638427445, 0.7688479138445237, 0.019003874723073945, 1688781000000, 
0.24878895638427445, 0.7688479138445237, 0.03438083299996442, 1688781000000, 
0.13102896095409422, -0.39253331810060077, 0.04190712491484287, 1688985000000, 
0.13102896095409422, -0.39253331810060077, 0.03405645855283086, 1688985000000, 
0.024910697293124562, -0.35372754553656555, 0.019131241280087533, 1689189000000, 
0.024910697293124562, -0.35372754553656555, 0.012056690369356223, 1689189000000, 
-0.05649810470394967, -0.27136267332358077, -0.0004451140078467031, 1689393000000, 
-0.05649810470394967, -0.27136267332358077, -0.005872367474318319, 1689393000000, 
