odom_x, odom_y, odom_th, odom_vx, odom_yawrate, pf_x, pf_y, pf_th, stamp, 
0.0001570164007728695, -1.1622032126678949e-06, 4.259091199938829e-05, 2.6184265493687277e-06, -6.221107522212856e-08, 0.032825900342399475, 0.06579226355956584, 1.575356701165037, 1651653000000, 
0.0001581208987106301, -1.1641234831386963e-06, 4.307408538768104e-05, 4.419916653312228e-06, -6.182790794197369e-08, 0.034786687708107174, 0.06160705342696457, 1.5717082225517032, 1670659000000, 
0.00015815633507507544, -1.1641076231413404e-06, 4.307791671047147e-05, 3.866097791008157e-07, -9.24413274535755e-08, 0.03462518786138378, 0.06756813489212112, 1.5717013612461355, 1670795000000, 
0.00015813179156812766, -1.1641341656893194e-06, 4.3081833775661926e-05, 3.7818870256467944e-06, -6.576844633707462e-08, 0.03247209885255369, 0.06950660806540515, 1.571382332745799, 1670965000000, 
0.010755122611998668, 6.275505523561581e-05, 0.012835346602687541, 0.09427049458932117, 0.06647630236975625, 0.03384808781526421, 0.08430506050800311, 1.5874004256961052, 1671169000000, 
0.03330227963024947, 0.0005931928042528827, 0.03457286396471712, 0.11025651340747644, 0.10784781072369919, 0.03625262950115617, 0.10375056518945105, 1.6087137771505011, 1671373000000, 
0.05584558326446692, 0.0016107313946859532, 0.055978632997470704, 0.11016825532632178, 0.10626652180841774, 0.03358325023448692, 0.12642925962666474, 1.6325440802178404, 1671577000000, 
0.07835317498702174, 0.003111515292486628, 0.07753783020438047, 0.11057399980590421, 0.10540556827360673, 0.030472249239439995, 0.14816080749837332, 1.6520913993935644, 1671781000000, 
0.10095298228721947, 0.0053558593046650295, 0.11935515106876494, 0.10872645081030952, 0.11173011335676683, 0.029566300897552543, 0.1690235434467234, 1.6973492712901348, 1671985000000, 
0.12194660644367482, 0.008003240118520404, 0.13265996635134145, 0.09829687824381231, 0.12621368247385456, 0.023899087194861224, 0.19165114746596, 1.7087292194849992, 1672189000000, 
0.1364505299335701, 0.010091844501452129, 0.15417239873201663, 0.07863057502737511, -0.10544564394219481, 0.023963761622511043, 0.2055624462331283, 1.7200964974238684, 1672359000000, 
0.15185974433107038, 0.012324351463675104, 0.13079664543523056, 0.07519056088023718, -0.1643734390714822, 0.018896018380269282, 0.21865392658414623, 1.6929692712213744, 1672563000000, 
0.16712146272297188, 0.014010051443901807, 0.10357955341039991, 0.07569445717637689, 0.0722309923299713, 0.016407079863276164, 0.23587727665290337, 1.666141941515416, 1672767000000, 
0.1848774222946583, 0.015625713734339207, 0.05891982137437182, 0.090263082872329, -0.6779426851337628, 0.013897909231253596, 0.2538220753912372, 1.6111132491559501, 1672971000000, 
0.20295289100493846, 0.015845425276081918, -0.026838420467365242, 0.08562647025301388, -0.24288313103706594, 0.018518168310592786, 0.2676860579628981, 1.5331681246899198, 1673175000000, 
0.2174039036521903, 0.015029057642602211, -0.0856403770068468, 0.08364991028956567, -0.32697659855830796, 0.010004125409819117, 0.2898852299562982, 1.4704730027038164, 1673345000000, 
0.23442364217308478, 0.013056811773522328, -0.14953163923682933, 0.08727712460427506, -0.5256799548028771, 0.017172695158883033, 0.306061264558634, 1.3857057017711123, 1673549000000, 
0.2509186897844762, 0.009690773496788062, -0.25328479516307345, 0.07863542636784678, -0.45021159248177844, 0.02415526894455006, 0.3180617057846345, 1.2928665680682185, 1673753000000, 
0.2665010405366431, 0.0048413903834542546, -0.3468648869783443, 0.0874758915979052, -0.18540983017076937, 0.016698032306200695, 0.3272310436397515, 1.2286165363019714, 1673957000000, 
0.2815018816491488, -0.0008809868162587345, -0.37970265068556036, 0.07840453846393816, 0.2641752396043423, 0.018535750124485172, 0.34336174830440125, 1.3442585001216063, 1674161000000, 
0.2968820535884134, -0.006409079660101451, -0.33790243432929545, 0.08317718452457552, -0.3899258658924097, 0.029605126891251235, 0.38144241421784686, 1.2432121665887566, 1674365000000, 
0.3122781946610126, -0.012100694875393267, -0.3874857313936309, 0.07685677293134016, -0.6472779401219585, 0.043201859182785914, 0.37224907274533625, 1.1606834349557733, 1674569000000, 
0.3258962213509056, -0.01840583955485573, -0.4512821065741414, 0.060149702975629736, 0.5382522031891329, 0.027342445567728454, 0.37295550282961615, 1.157849291591177, 1674773000000, 
0.3383728362135775, -0.02398128703729294, -0.3933754539310424, 0.0873530553670444, 0.3720043420107887, 0.05857680714200494, 0.40389349761741494, 1.1917894250301602, 1674977000000, 
0.35230123301088573, -0.02925192887750718, -0.33815371157971896, 0.08859471681322989, -0.19931856327329775, 0.06314461221847074, 0.42204126143029697, 1.0907879209490838, 1675147000000, 
0.36792345318328257, -0.035209505967033296, -0.38234591477883534, 0.06867617084523593, 0.09795267024532979, 0.06819200586189401, 0.435990989643993, 1.1979850364436533, 1675351000000, 
0.37945928375004245, -0.03959721997058856, -0.3408429584352317, 0.06593493838232722, 0.2852765470479305, 0.06911673794247138, 0.44819802487842547, 1.242649452543992, 1675555000000, 
0.39239602861012496, -0.04385098391638779, -0.3005216230004907, 0.06812802542601003, 0.03547425354803965, 0.06981389909004056, 0.46147507006091876, 1.2798438613921452, 1675759000000, 
0.40571553404533456, -0.04784746339290992, -0.29104143754944617, 0.06870595433699246, -0.1658640225458186, 0.07595573086385667, 0.46937568019092657, 1.2800283458056338, 1675963000000, 
0.4189372548771946, -0.05193348726809396, -0.310250767663341, 0.06675803186647067, -0.14669111151503955, 0.07752298153324509, 0.48567406481346165, 1.2601086349095376, 1676167000000, 
0.4298102823354499, -0.055548011060889586, -0.32361378008732783, 0.0696672048263476, 0.4281718101560217, 0.0900431643942551, 0.4989901504499037, 1.278344276776684, 1676337000000, 
0.4430003844465643, -0.059461824030216964, -0.2603548154796106, 0.06446865523934864, 0.061310949979154025, 0.0915777913427375, 0.5119725589482483, 1.3140926579729832, 1676541000000, 
0.4552318691268613, -0.06260097119947355, -0.23296889720225772, 0.06173523127313737, 0.3027598501885694, 0.09199060593283574, 0.5273529002878357, 1.3546761132746195, 1676745000000, 
