e, e_dot, e_int, stamp, 
0.7603436464938305, -1.3981765040669938e-12, 0.06775072551864302, 1740706004644600620, 
0.7609329991653366, 0.003937349556097892, 0.07438757435971517, 1740706004694494816, 
0.7599713334127325, -0.0024769680074787476, 0.07594210191137345, 1740706004744469774, 
0.7554944639171015, -0.03562209255494516, 0.07668972805105762, 1740706004795561986, 
0.7505568063942116, -0.07071365844081053, 0.06854453251620601, 1740706004835216264, 
0.743750599582418, -0.08726210449385204, 0.0669221452124756, 1740706004884799371, 
0.7323408248867798, -0.0993579126490723, 0.0894646313823226, 1740706004955753442, 
0.7243659175840038, -0.12019883174280747, 0.08132174160712374, 1740706004995669607, 
0.7138636515307367, -0.13810811662595612, 0.06429972059164292, 1740706005044623705, 
0.7035416644129961, -0.14048094578063006, 0.0705645670185387, 1740706005094510089, 
0.6940544523491066, -0.13248163073454147, 0.07015598021519007, 1740706005144302583, 
0.6852504937937345, -0.12075484592850778, 0.07016340202570692, 1740706005195568998, 
0.6025488029930974, -0.36619947500461075, 0.09281243999688586, 1740706005284795957, 
0.5668519396631733, -0.416350790188716, 0.12365803226972814, 1740706005395592641, 
0.5375179757367008, -0.20663743263701165, 0.11909881407441708, 1740706005494118427, 
0.5093135213964188, -0.19157089987835585, 0.10776868593647145, 1740706005595945480, 
0.4851910081352117, -0.1819760076196495, 0.0978045490930769, 1740706005685638882, 
0.45460477680407174, -0.18245708190652946, 0.09638848897310182, 1740706005795492516, 
0.31773024598882194, -0.55287887711556, 0.08761729665691068, 1740706005894661903, 
0.2833347752508334, -0.5747885774555873, 0.07006509762047608, 1740706005994603349, 
0.24828852126405765, -0.22117195143412216, 0.05936431871917877, 1740706006104342498, 
0.2259862601709457, -0.1880012029442785, 0.0507349043370023, 1740706006195504607, 
0.2047096114487874, -0.15248385458948036, 0.04326099199171823, 1740706006295485295, 
0.1803080455078011, -0.15286728190555446, 0.04058228424312365, 1740706006394761681, 
